,text,hashtags_count
423,Batu Muda Kampung Batu Muda Tambahan Information Delivery Focus : COVID-19 Chain Breaking Campaign Implementation of Conditional Movement Control Order (MCO) #IOW #KomunikasiKita #PKPB #JanganLekaDanAlpa #KitaJagaKita #KitaMestiMenang #NormaBaharu #COVID19,8
424,"Minister Datuk Seri Dr Adham Baba today spent time reviewing the COVID-19 screening equipment at Kuala Lumpur International Airport (KLIA), before departing for Langkawi on official business. Picture: Facebook â€?€Friends Of Dr Adham Babaâ€™",0
425,Ibrahim murka Mersing is dirty. Public areas are trash-filled with... what are your comments? Browse http://koolfm.com.my to read more news as well as interesting articles. #BuletinKool #KoolFM #Johor #mersing #covid19 #vaksincovid19 #hadifayyadh,7
426,want to go massage lah. Pain is right so national athletes. Badminton - kayuh - badminton- yeah ni. But fear covid19. Howww,0
427,#China's  Sinopharm releases midterm phase III results for its #COVID19 #vaccine showing 79.34 percent efficacy rate https://bit.ly/2WU2yDF,3
428,"[World] UK Government authorises use of Astrazeneca vaccine against #COVID19

https://bernama.com/en/world/news.php?id=1917078â€¦",1
429,started a COVID-19 vaccination campaign with the first injection given to a nurse. https://facebook.com/onenewsonlineofficial/photos/a.292439440888752/2336590483140294/â€¦ #onenews #vaksin #COVID19,3
430,"3W, Keep 3C. Together we prevent COVID-19 infection. Culture Of New Norms. #JanganLekaDanAlpa #KitaJagaKita #KitaMestiMenang #NormaBaharu #COVID19 #coronavirus #KLCeria #CMSWPKL",8
431,Adham reviews KLIA Covid-19 screening equipment @ @bbc_pnDr Adham surveys KLIA's Covid-19 screening equipment 30 DIS : Datuk Seri Dr. Adham Baba today spends time reviewing COVID-19 screening equipment at Kuala Lumpur International Airport (KLIA). The Minister of Health was also able to do... pnbbcportal.com,0
432,Adham spends time reviewing screening #COVID19 in KLIA before going to Langkawi https://bernama.com/bm/am/news.php?id=1917072â€¦ Twitter @DrAdhamBaba,1
433,"Commander-in-Chief Jen Tan Sri Zamrose Mohd Zain witnessed the demonstration of PATI's catch at the Tanjung Sepang PostAl Headquarters, Bandar Penawar, Johor @MarkasATM @MINDEFMalaysia @TenteraDarat @PDRMsia @MKNJPM @IsmailSabri60 #TD #OpBenteng #COVID19 #PDRM #Pertahanan #AirTimes",6
434,"guests of precautions before the ceremony starts. During the ceremony, remind guests of these precautions and make sure they are in compliance with it. #COVID19 #KekalSelamatWorld Health Organization Western Pacific and KKMalaysia",2
435,"Brief guests about precautions before the event starts. During the event, remind guests of these precautions and ensure they are followed.

#COVID19 #StaySafeWorld Health Organization (WHO) and World Health Organization Western Pacific",2
436,"#Covid19: France will propose an extension of the curfew that can start at 6pm instead of 8pm in areas they deemed necessary. No new lockdown in France for now despite spike in virus cases PARIS (Reuters) -France will not enforce a new lockdown for the time being to curb the spread of the coronavirus boots it could soon impose an earlier curfew in eastern areas of the country, the... thestar.com.my",1
437,"A 46-year-old nurse became the first person in Singapore to receive Pfizer-BioNTech's COVID-19 vaccine.Singapore begins rollout of Pfizer's COVID-19 vaccine with healthcare workers
SINGAPORE (Reuters) - A 46-year-old nurse became the first person in Singapore to receive Pfizer-BioNTech's COVID-19 vaccine on Wednesday, making the city-state among the first Asian countries to...
thestar.com.my",0
438,shaking hands or contact. Simply put the hands on the chest instead of shaking hands. Together disconnect the COVID-19 chain. #COVID19 #KitaMestiMenang #sihatmilikku @myhealthkkm https://instagram.com/p/CJaYysMB2zK/?igshid=111o89w7k36gsâ€¦,3
439,Employment of Malaysians Affected In 2020 As a result of Covid-19 https://ift.tt/3hAowFu #gossip #selebriti,2
440,"Perak HRDF temporarily closed after its employee tested positive for Covid-19Perak HRDF temporarily closed after its employee tested positive for Covid-19
IPOH: Perak branch of the Human Resources Development Fund (HRDF)â€™s office, here, will be closed for two days starting today to give way for full sani...
thesundaily.my",0
441,"An aircraft carrying the first three million doses of the COVID-19 vaccine booked from China's SinoVac Biotech arrived in Ankara, Turkey Ankara on Wednesday - The Anadolu Agency https://bernama.com/bm/dunia/news.php?id=1917045#.X-wUONekDNs.twitterâ€¦",0
442,"Prospective U.S. vice president Kamala Harris received the first dose of the COVID-19 vaccine. #onenews #vaccine #COVID19Kamala Harris receives first dose of COVID-19 vaccine - OneNews Prospective U.S. vice president Kamala Harris received the first dose of the COVID-19 vaccine. He encouraged everyone to get that vaccine. It says he is not sick, easy and safe. onenews.my",3
443,"With Malaysiaâ€™s banking sector set to rebound firmly in the year 2021, MIDF Research has projected Malaysiaâ€™s GDP to rebound to 7.0 percent next year backed by the potential availability of the Covid-19 vaccine by Q3 of 2021. 

https://www-nst-com-my.cdn.ampproject.org/v/s/www.nst.com.my/amp/business/2020/12/653143/malaysian-banks-rebound-strong-earnings-2021?amp_js_v=0.1&usqp=mq331AQHKAFQArABIA%3D%3D#origin=https%3A%2F%2Fwww.google.com.my&prerenderSize=1&visibilityState=visible&paddingTop=32&p2r=0&csi=1&aoh=16093071728115&viewerUrl=https%3A%2F%2Fwww.google.com.my%2Famp%2Fs%2Fwww.nst.com.my%2Famp%2Fbusiness%2F2020%2F12%2F653143%2Fmalaysian-banks-rebound-strong-earnings-2021&history=1&storage=1&cid=1&cap=navigateTo%2Ccid%2CfullReplaceHistory%2Cfragment%2CreplaceUrl%2CiframeScrollâ€¦",0
444,Turkey receives first batch of COVID-19 vaccine https://bernama.com/bm/dunia/news.php?id=1917045#.X-wUONekDNs.twitterâ€¦ #COVID19,1
445,"Health Director Dr Sirajuddin Hashim said individuals who are nervoialy need to go to a nearby health clinic for treatment, undergo COVID-19 testing and are given quarantine instructions. Full news : https://bernama.com/bm/am/news.php?id=1917024â€¦",0
446,â€œKami â€?Frontlinerâ€™: Bittersweet & Sweet 2020â€ Wednesday (30 Dec 2020) 8.30- 9.00pm Ask any views and questions online: 03-2059 4624 / 2059 4625 #DarahMuda #COVID19 #KitaJagaKita,3
447,A total of 257 individuals arriving in Perlis from the COVID-19 Red Zone were instructed to undergo quarantine at home while 117 individuals were directed to undergo screening tests. #onenews #covid19 #perlis #KitaJagaKitaCOVID-19: 257 Individuals arrive in Perlis from the red zone directed by quarantine roads - OneNews A total of 257 individuals arriving in Perlis from the COVID-19 Red Zone were instructed to undergo quarantine at home while 117 individuals were directed to undergo screening tests. So obviously the Director... onenews.my,4
448,"46-year-old nurse Sarah Lim has become the first person in Singapore to receive a COVID-19 vaccine, as the country began its vaccination exercise today.

Singapore was the first country in Asia to receive a COVID-19 vaccine, having received its first shipment on 21 December.",0
449,"https://youtube.com/watch?v=9kfqRZkn1ooâ€¦

I don't like #GOPCowards but this is tragic

Rep. Lute Letlow was just elected 
He was 41

Are stupid #Trump supporters going to continue to reject #Truth about #COVID19?

#TrumpIsNotWell #TrumpGenocide #coronavirus #Resist #Resistance #Facts #FactsMatterThe Last Word With Lawrence O'Donnell 12/29/2020 [FULL] MSNBC...
youtube.com",11
450,Do not be afraid to reprimand those who do not take care of physical distance and refuse to practice new norms. We take care of us. Together disconnect the COVID-19 chain. 607 608 1309 1310. Block B. All dungu if you ride the disposable elevator of a himpit pastu mask like sardines. . Done reprimand in public,0
451,Do not be afraid to reprimand those who do not take care of physical distance and refuse to practice new norms. We take care of us. Together disconnect the COVID-19 chain. #helang,1
452,"Today, we're sharing with you courses worth pursuing because of its demand especially post Covid-19. Check out which courses made it: https://bit.ly/2Rb2Wux",0
453,"a facial blindness even where you are. #COVID19 of infectious diseases regardless of rank, status, degree or property. National Security Council Department of Information Malaysia #PKPB #KitaTeguhKitaMenang #KomunikasiKita #PsaCOVID19RTM",5
454,Do not be afraid to reprimand those who do not take care of physical distance and refuse to practice new norms. We take care of us. Together disconnect the COVID-19 chain.,0
455,"PKNS is optimistic of the impact #Covid19 achieve, remaining competitive https://selangorkini.my/2020/12/pkns-optimis-depani-impak-covid-19-kekal-daya-saing/?utm_source=dlvr.it&utm_medium=twitterâ€¦",1
456,Kamala Haris receives first dose of COVID-19 vaccine https://facebook.com/BernamaTV/videos/228649445493822â€¦,0
457,"Perlis asked individuals from the red zone returning to the state to immediately contact the COVID-19 Movement Room at the Kangar Health Office to do the alerts, health declarations and risk assessment of them - Perlis JKN Director Dr Sirajuddin Hashim",0
458,"Singapore Starts Covid-19 Vaccination, Nurse Gets First Jab 

Congrats, Singapore.Singapore Starts Covid-19 Vaccination, Nurse Gets First Jab | CodeBlue
A senior staff nurse from Singaporeâ€™s National Centre for Infectious Diseases was the first person in Singapore to receive a Covid-19 vaccine today.
codeblue.galencentre.org",0
459,"The real story is, vaccine don't work !!! .
@AZSun4Trump
 
Nurse tests positive for COVID-19 shortly after getting vaccinated - ABC NewsNurse tests positive for COVID-19 shortly after getting vaccinated
An emergency room nurse who tested positive for COVID-19 after getting vaccinated is a reminder that handwashing, social distancing and masks are still important.
abcnews.go.com",0
460,"Former President of the United States, Joe Biden urges Congress to provide additional funds to fund COVID-19 treatment - Sputnik news agency",0
461,"U.S. vice president Kamala Harris on Tuesday received the first dose of the COVID-19 vaccine, reports the Xinhua news agency. Photograph: Lawrence Jackson/Biden for President/dpa",0
462,"Parliament in the face of Covid-19, political uncertaintyParliament in the face of Covid-19, political uncertainty | The Malaysian Insight
After Pakatanâ€™s collapse in February, questions arose on Perikatanâ€™s legitimacy.
themalaysianinsight.com",0
463,"United States detected the first case involving a new variant of the COVID-19 virus that was initially detected in the United Kingdom - Governor Jared PoliceColorado effects the first case of publishing a new variant of COVID-19 National News Organization of Malaysia, news,am, economy, politics, sports, plan, world, youth bernama.com",0
464,"Covid-19: Employee at HRDF Perak branch tests positive
https://thestar.com.my/news/nation/2020/12/30/covid-19-employee-at-hrdf-perak-branch-tests-positiveâ€¦Covid-19: Employee at HRDF Perak branch tests positive
PETALING JAYA: An employee at the Perak branch of the Human Resources Development Fund's (HRDF) has tested positive for Covid-19.
thestar.com.my",0
465,"and the UAE intensify relations in vaccine development and strengthen cooperation in health to stem the spread of the COVID-19 outbreak. @KKMPutrajaya @IsmailSabri60 #AitTimes #UAE #GCC #KKMMalaysia to level cooperation with UAE to develop COVID-19 Vaccine KUALA LUMPUR, Dec 30 – Dec â€"" Malaysia aims to increase the efforts to develop the vaccine along with the United Arab Emirates (UAE) in an effort to tackle the COVID-19 pandemic, the Yang di-Pertuanâ€¦ airtimes.my",4
466,Vaccines Work COVID-19 can be prevented using vaccines. Let's look at how vaccines work in our bodies! Resources: @JPenerangan #KoolFM #KomunikasiKita #VaksinCOVID19 #JabatanPenerangan,4
467,"about new variations of #COVID19 known viruses B.1.1.7 detected in the UK and several other countries including Singapore. So far, this new variation has not been detected in Malaysia. IMR continues to conduct tests to detect this virus from time to time.",1
468,25 positive cases #Covid19 detected at Banting Public Market https://selangorkini.my/2020/12/25-kes-positif-covid-19-dikesan-di-pasar-awam-banting/?utm_source=dlvr.it&utm_medium=twitterâ€¦,1
